Event ID,,CompareVal,In_4010,Event Description,SNIP Level,Severity,Transaction Version,Transaction ID,ID,UPath,Name,Removed in 5010 Errata,#
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI06-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI06-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[6]/Composite(ID = 'C022')[6]/Element(ID = '1271')[1],Industry Code,,5920
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI07-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI07-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[6]/Composite(ID = 'C022')[7]/Element(ID = '1271')[1],Industry Code,,5927
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI08-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI08-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[6]/Composite(ID = 'C022')[8]/Element(ID = '1271')[1],Industry Code,,5935
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI09-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI09-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[6]/Composite(ID = 'C022')[9]/Element(ID = '1271')[1],Industry Code,,5944
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI10-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI10-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[6]/Composite(ID = 'C022')[10]/Element(ID = '1271')[1],Industry Code,,5952
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI11-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI11-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[6]/Composite(ID = 'C022')[11]/Element(ID = '1271')[1],Industry Code,,5959
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI12-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI12-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[6]/Composite(ID = 'C022')[12]/Element(ID = '1271')[1],Industry Code,,5966
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI01-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI01-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[7]/Composite(ID = 'C022')[1]/Element(ID = '1271')[1],Industry Code,,5975
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI01-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI01-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[1]/Element(ID = '1271')[1],Industry Code,,5987
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI02-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI02-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[2]/Element(ID = '1271')[1],Industry Code,,5993
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI03-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI03-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[3]/Element(ID = '1271')[1],Industry Code,,6004
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI04-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI04-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[4]/Element(ID = '1271')[1],Industry Code,,6014
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI05-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI05-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[5]/Element(ID = '1271')[1],Industry Code,,6024
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI06-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI06-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[6]/Element(ID = '1271')[1],Industry Code,,6034
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI07-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI07-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[7]/Element(ID = '1271')[1],Industry Code,,6044
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI08-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI08-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[8]/Element(ID = '1271')[1],Industry Code,,6054
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI09-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI09-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[9]/Element(ID = '1271')[1],Industry Code,,6065
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI10-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI10-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[10]/Element(ID = '1271')[1],Industry Code,,6075
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI11-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI11-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[11]/Element(ID = '1271')[1],Industry Code,,6085
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI12-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,HI12-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[8]/Composite(ID = 'C022')[12]/Element(ID = '1271')[1],Industry Code,,6095
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element SV202-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,SV202-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Loop(ID = '2400')[1]/Segment(ID = 'SV2')[1]/Composite(ID = 'C003')[1]/Element(ID = '234')[1],Product/Service ID,,6661
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element SVD03-02 can not be verified because of missing service date.,0,Information,005010X223A1,837,SVD03-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Loop(ID = '2400')[1]/Loop(ID = '2430')[1]/Segment(ID = 'SVD')[1]/Composite(ID = 'C003')[1]/Element(ID = '234')[1],Product/Service ID,,6800
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI01-01 can not be verified because of missing service date.,0,Information,005010X224A1,837,HI01-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Segment(ID=""HI"")/Composite(ID=""C022"")/Element(ID=""1271"")",Industry Code,,7154
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI02-01 can not be verified because of missing service date.,0,Information,005010X224A1,837,HI02-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Segment(ID=""HI"")/Composite(ID=""C022"")[2]/Element(ID=""1271"")",Industry Code,,7164
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI03-02 can not be verified because of missing service date.,0,Information,005010X224A1,837,HI03-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Segment(ID=""HI"")/Composite(ID=""C022"")[3]/Element(ID=""1271"")",Industry Code,,7171
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element HI04-02 can not be verified because of missing service date.,0,Information,005010X224A1,837,HI04-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Segment(ID=""HI"")/Composite(ID=""C022"")[4]/Element(ID=""1271"")",Industry Code,,7180
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element SV301-02 can not be verified because of missing service date.,0,Information,005010X224A1,837,SV301-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Loop(ID=""2400"")/Segment(ID=""SV3"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,7407
3939608,0x3939608,3939608_837,Found in 4010,Value of sub-element SVD03-02 can not be verified because of missing service date.,0,Information,005010X224A1,837,SVD03-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Loop(ID=""2400"")/Loop(ID=""2430"")/Segment(ID=""SVD"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,7572
3939610,0x3939610,3939610_278 Req,Found in 4010,Value of sub-element UM05-02 is incorrect. Expected value is from external code list - Country Code (5).,5,Error,005010X217,278 Req,UM05-05,"Transaction/Loop(ID=""2000E"")/Segment(ID=""UM"")/Composite(ID=""C024"")/Element(ID=""26"")",Country Code,,1743
3939610,0x3939610,3939610_837,Found in 4010,Value of sub-element CLM11-05 is incorrect. Expected value is from external code list - Country Code (5). Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segment Count: [dpe.rec,5,Error,005010X222,837,CLM11-05,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Segment(ID=""CLM"")/Composite(ID=""C024"")/Element(ID=""26"")",Country Code,,4537
3939610,0x3939610,3939610_837,Found in 4010,Value of sub-element CLM11-05 is incorrect. Expected value is from external code list - Country Code (5).,5,Error,005010X224A1,837,CLM11-05,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Segment(ID=""CLM"")/Composite(ID=""C024"")/Element(ID=""26"")",Country Code,,7108
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI01-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI01-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")/Element(ID=""1271"")",Industry Code,,1773
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI02-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI02-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[2]/Element(ID=""1271"")",Industry Code,,1780
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI03-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI03-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[3]/Element(ID=""1271"")",Industry Code,,1787
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI04-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI04-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[4]/Element(ID=""1271"")",Industry Code,,1798
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI05-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI05-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[5]/Element(ID=""1271"")",Industry Code,,1804
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI06-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI06-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[6]/Element(ID=""1271"")",Industry Code,,1812
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI07-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI07-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[7]/Element(ID=""1271"")",Industry Code,,1822
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI08-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI08-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[8]/Element(ID=""1271"")",Industry Code,,1826
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI09-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI09-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[9]/Element(ID=""1271"")",Industry Code,,1837
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI10-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI10-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[10]/Element(ID=""1271"")",Industry Code,,1844
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI11-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI11-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[11]/Element(ID=""1271"")",Industry Code,,1851
3939611,0x3939611,3939611_278 Req,,Value of sub-element HI12-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Req,HI12-02,"Transaction/Loop(ID=""2000E"")/Segment(ID=""HI"")/Composite(ID=""C022"")[12]/Element(ID=""1271"")",Industry Code,,1862
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI01-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[1]/Element(ID = '1271')[1],Industry Code,,2432
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI02-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[2]/Element(ID = '1271')[1],Industry Code,,2442
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI03-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[3]/Element(ID = '1271')[1],Industry Code,,2449
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI04-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[4]/Element(ID = '1271')[1],Industry Code,,2457
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI05-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[5]/Element(ID = '1271')[1],Industry Code,,2467
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI06-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[6]/Element(ID = '1271')[1],Industry Code,,2477
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI07-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[7]/Element(ID = '1271')[1],Industry Code,,2488
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI08-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[8]/Element(ID = '1271')[1],Industry Code,,2492
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI09-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[9]/Element(ID = '1271')[1],Industry Code,,2504
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI10-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[10]/Element(ID = '1271')[1],Industry Code,,2513
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI11-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[11]/Element(ID = '1271')[1],Industry Code,,2521
3939611,0x3939611,3939611_278 Res,,Value of sub-element HI12-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X217,278 Res,C02202,Transaction(ID = '278')[1]/Loop(ID = '2000E')[1]/Segment(ID = 'HI')[1]/Composite(ID = 'C022')[12]/Element(ID = '1271')[1],Industry Code,,2533
3939611,0x3939611,3939611_837,Found in 4010,Value of sub-element HI01-02 is incorrect. Expected value is from external code list - Diagnosis Related Group (229).,5,Error,005010X223A1,837,HI01-02,Transaction(ID = '837')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2300')[1]/Segment(ID = 'HI')[5]/Composite(ID = 'C022')[1]/Element(ID = '1271')[1],Industry Code,,5873
3939612,0x3939612,3939612_270,Found in 4010,Value of sub-element EQ02-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when EQ02-01='HC'.,5,Error,005010X279,270,EQ02-02,Transaction(ID = '270')[1]/Loop(ID = '2000C')[1]/Loop(ID = '2100C')[1]/Loop(ID = '2110C')[1]/Segment(ID = 'EQ')[1]/Composite(ID = 'C003')[1]/Element(ID = '234')[1],Product/Service ID,,204
3939612,0x3939612,3939612_270,Found in 4010,Value of sub-element EQ02-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when EQ02-01='HC'.,5,Error,005010X279,270,EQ02-02,Transaction(ID = '270')[1]/Loop(ID = '2000D')[1]/Loop(ID = '2100D')[1]/Loop(ID = '2110D')[1]/Segment(ID = 'EQ')[1]/Composite(ID = 'C003')[1]/Element(ID = '234')[1],Product/Service ID,,375
3939612,0x3939612,3939612_271,Found in 4010,Value of sub-element EB13-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when EB13-01='HC'.,5,Error,005010X279,271,EB13-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2100C"")/Loop(ID=""2110C"")/Segment(ID=""EB"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,639
3939612,0x3939612,3939612_271,Found in 4010,Value of sub-element EB13-08 is incorrect. Expected value is from external code list - HCPCS Code (130) when EB13-01='HC'.,5,Error,005010X279,271,EB13-08,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2100C"")/Loop(ID=""2110C"")/Segment(ID=""EB"")/Composite(ID=""C003"")/Element(ID=""234"")[2]",Product/Service ID,,672
3939612,0x3939612,3939612_271,Found in 4010,Value of sub-element EB13-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when EB13-01='HC'.,5,Error,005010X279,271,EB13-02,"Transaction/Loop(ID=""2000D"")/Loop(ID=""2100D"")/Loop(ID=""2110D"")/Segment(ID=""EB"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,886
3939612,0x3939612,3939612_271,Found in 4010,Value of sub-element EB13-08 is incorrect. Expected value is from external code list - HCPCS Code (130) when EB13-01='HC'.,5,Error,005010X279,271,EB13-08,"Transaction/Loop(ID=""2000D"")/Loop(ID=""2100D"")/Loop(ID=""2110D"")/Segment(ID=""EB"")/Composite(ID=""C003"")/Element(ID=""234"")[2]",Product/Service ID,,924
3939612,0x3939612,3939612_276,Found in 4010,Value of sub-element SVC01-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SVC01-01='HC'.,5,Error,005010X212,276,SVC01-02,"Transaction/Loop(ID=""2000D"")/Loop(ID=""2200D"")/Loop(ID=""2210D"")/Segment(ID=""SVC"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,1093
3939612,0x3939612,3939612_276,Found in 4010,Value of sub-element SVC01-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SVC01-01='HC'.,5,Error,005010X212,276,SVC01-02,"Transaction/Loop(ID=""2000E"")/Loop(ID=""2200E"")/Loop(ID=""2210E"")/Segment(ID=""SVC"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,1171
3939612,0x3939612,3939612_277,Found in 4010,Value of sub-element SVC01-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SVC01-01='HC'.,5,Error,005010X212,277,SVC01-02,"Transaction/Loop(ID=""2000D"")/Loop(ID=""2200D"")/Loop(ID=""2220D"")/Segment(ID=""SVC"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,1372
3939612,0x3939612,3939612_277,Found in 4010,Value of sub-element SVC01-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SVC01-01='HC'.,5,Error,005010X212,277,SVC01-02,"Transaction/Loop(ID=""2000E"")/Loop(ID=""2200E"")/Loop(ID=""2220E"")/Segment(ID=""SVC"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,1497
3939612,0x3939612,3939612_278 Req,Found in 4010,Value of sub-element SV101-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SV101-01='HC'.,5,Error,005010X217,278 Req,SV101-02,"Transaction/Loop(ID=""2000F"")/Segment(ID=""SV1"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,2088
3939612,0x3939612,3939612_278 Req,Found in 4010,Value of sub-element SV101-08 is incorrect. Expected value is from external code list - HCPCS Code (130) when SV101-01='HC'.,5,Error,005010X217,278 Req,SV101-08,"Transaction/Loop(ID=""2000F"")/Segment(ID=""SV1"")/Composite(ID=""C003"")/Element(ID=""234"")[2]",Product/Service ID,,2115
3939612,0x3939612,3939612_278 Req,Found in 4010,Value of sub-element SV202-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SV201-01='HC'.,5,Error,005010X217,278 Req,C00302,"Transaction/Loop(ID=""2000F"")/Segment(ID=""SV2"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,2135
3939612,0x3939612,3939612_278 Req,Found in 4010,Value of sub-element SV202-08 is incorrect. Expected value is from external code list - HCPCS Code (130) whenSV202-01='HC'.,5,Error,005010X217,278 Req,C00308,"Transaction/Loop(ID=""2000F"")/Segment(ID=""SV2"")/Composite(ID=""C003"")/Element(ID=""234"")[2]",Product/Service ID,,2161
3939612,0x3939612,3939612_278 Res,Found in 4010,Value of sub-element SV101-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SV101='HC'.,5,Error,005010X217,278 Res,C00302,Transaction(ID = '278')[1]/Loop(ID = '2000F')[1]/Segment(ID = 'SV1')[1]/Composite(ID = 'C003')[1]/Element(ID = '234')[1],Product/Service ID,,2741
3939612,0x3939612,3939612_278 Res,Found in 4010,Value of sub-element SV101-08 is incorrect. Expected value is from external code list - HCPCS Code (130) when SV101='HC'.,5,Error,005010X217,278 Res,C00308,Transaction(ID = '278')[1]/Loop(ID = '2000F')[1]/Segment(ID = 'SV1')[1]/Composite(ID = 'C003')[1]/Element(ID = '234')[2],Product/Service ID,,2766
3939612,0x3939612,3939612_278 Res,Found in 4010,Value of sub-element SV201-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SV201-01='HC'.,5,Error,005010X217,278 Res,C00302,Transaction(ID = '278')[1]/Loop(ID = '2000F')[1]/Segment(ID = 'SV2')[1]/Composite(ID = 'C003')[1]/Element(ID = '234')[1],Product/Service ID,,2784
3939612,0x3939612,3939612_278 Res,Found in 4010,Value of sub-element SV201-08 is incorrect. Expected value is from external code list - HCPCS Code (130) when  SV201-01='HC'.,5,Error,005010X217,278 Res,C00308,Transaction(ID = '278')[1]/Loop(ID = '2000F')[1]/Segment(ID = 'SV2')[1]/Composite(ID = 'C003')[1]/Element(ID = '234')[2],Product/Service ID,,2814
3939612,0x3939612,3939612_835,Found in 4010,Value of sub-element SVC01-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SVC01-01='HC'.,5,Error,005010X221,835,SVC01-02,Transaction/Loop(ID = '2000')[1]/Loop(ID = '2100')[1]/Loop(ID = '2110')[1]/Segment(ID = 'SVC')[1]/Composite(ID = 'C003')[1]/Element(ID = '234')[1],Product/Service ID,,4121
3939612,0x3939612,3939612_835,Found in 4010,Value of sub-element SVC06-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SVC06-01='HC'.,5,Error,005010X221,835,SVC06-02,Transaction/Loop(ID = '2000')[1]/Loop(ID = '2100')[1]/Loop(ID = '2110')[1]/Segment(ID = 'SVC')[1]/Composite(ID = 'C003')[2]/Element(ID = '234')[1],Product/Service ID,,4164
3939612,0x3939612,3939612_837,Found in 4010,Value of sub-element HI01-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when HI01-01='BP'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segmen,5,Error,005010X222,837,HI01-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Segment(ID=""HI"")[2]/Composite(ID=""C022"")/Element(ID=""1271"")",Industry Code,,4776
3939612,0x3939612,3939612_837,Found in 4010,Value of sub-element HI02-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when HI02-01='BO'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segmen,5,Error,005010X222,837,HI02-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Segment(ID=""HI"")[2]/Composite(ID=""C022"")[2]/Element(ID=""1271"")",Industry Code,,4777
3939612,0x3939612,3939612_837,Found in 4010,Value of sub-element SV101-02 is incorrect. Expected value is from external code list - HCPCS Code (130) when SV101-01='HC'. Segment [dpe.rec.gdl.id] is defined in the guideline at position [dpe.rec.gdl.sq].{br}{br}This error was detected at:{br}{tab}Segm,5,Error,005010X222,837,SV101-02,"Transaction/Loop(ID=""2000C"")/Loop(ID=""2300"")/Loop(ID=""2400"")/Segment(ID=""SV1"")/Composite(ID=""C003"")/Element(ID=""234"")",Product/Service ID,,5067
